"","x"
"129",0.526100816642434
"130",2.08927403125006
"131",0.135828784638334
"132",0.369123632162388
"133",-0.0665116386884305
"134",0.460659501215715
"135",0.575966898487963
"136",0.285964340992647
"137",-1.23813576901697
"138",-0.586601892429686
"139",1.24670632772375
"140",-0.364062338093355
"141",-0.273434564916253
"142",1.97769254094478
"143",1.12363185345598
"144",-0.198150211587949
"145",-0.615824805273627
"146",0.650172688935504
"147",1.57670976115039
"148",-0.0757450440373081
"149",-1.4455807917108
"150",-0.796101998992095
"151",-0.0803868181495333
"152",-1.0163594899458
"153",-0.0370359384299685
"154",-0.608710159919859
"155",1.49242280954721
"156",-1.89225188465514
"157",2.0812796880029
"158",1.19448856901761
"159",-0.44836556453991
"160",-0.458701723330857
"161",-0.730956496956948
"162",-0.184671585840991
"163",2.22082496302123
"164",1.95071738116157
"165",-2.25131751651441
"166",-1.71262455198582
"167",-2.98034308757362
"168",-0.572607954871218
"169",0.933596036376177
"170",1.37113699129411
"171",1.01641244951378
"172",1.07868520161026
"173",-1.81153082056699
"174",0.183143345150362
"175",-0.150381738151367
"176",0.190344807895809
"177",0.365696358672173
"178",0.725060807388165
"179",0.870979883651231
"180",1.93318784922646
"181",-1.97053761022006
"182",-0.710467495320581
"183",-0.894129879831595
"184",-1.70359158003716
"185",1.46493027248457
"186",-1.27543836834925
"187",0.0797891116212648
"188",-0.754540668995049
"189",-3.06106125148469
"190",-0.693939957385658
"191",0.728427000195655
"192",1.20683517498346
"193",-1.46661119454948
"194",-2.48531304999907
"195",-0.621035337813003
"196",1.21344701091332
"197",0.877349648638846
"198",-0.676854014752129
"199",0.897939660368424
"200",-0.816114386340762
"201",0.0715831317117431
"202",1.52799781077553
"203",1.03891148362569
"204",0.643705161505808
"205",-0.517306260237715
"206",0.743037860896211
"207",1.0643590223604
"208",-0.55920915412121
"209",-0.0697026433255893
"210",1.9028643331569
"211",0.262478528876745
"212",-0.249101506675522
"213",0.413976138379127
"214",1.28782571444614
"215",1.72613579758692
"216",-0.151350610139178
"217",1.03372204643721
"218",1.26396850071669
"219",0.355481126220035
"220",0.27480253646079
"221",0.0296698653329434
"222",0.666889119135549
"223",2.5997839045669
"224",0.0536092963321968
"225",0.199005333232807
"226",-0.915049352387892
"227",-0.894569216812732
"228",-0.554632776513324
"229",-0.461616902429903
"230",-0.5347074311509
"231",0.870406799996503
"232",0.139324622687715
"233",-0.977560793071377
"234",-0.71676151291173
"235",-0.858376963936891
"236",2.436988028695
"237",0.00808898506748219
"238",-0.704861194341372
"239",0.0473292962842168
"240",-0.317036537614559
"241",-0.179229068557917
"242",1.7529022108758
"243",2.208521527346
"244",0.711424086480005
"245",1.21694660472651
"246",1.76694551496842
"247",0.590659996856281
"248",1.86508636137103
"249",1.41809561623483
"250",1.39573089352195
"251",2.13033765969342
"252",-0.148154767241196
"253",1.19170081009172
"254",2.02381210834289
"255",2.40481694028705
"256",1.93668512433073
"257",1.26668467176142
"258",2.40453713103765
"259",0.603227460020297
"260",0.245117878978846
"261",-0.00404540889930523
"262",3.11230023947739
"263",0.866293274976942
"264",1.27937983558757
"265",2.00569346954889
"266",0.050773101331423
"267",0.662819551225816
"268",-1.0713136779342
"269",-1.97748941418046
